Jahr;OPS_Code;Beschreibung;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt;Insgesamt
2021;OPS-8-83C;    Andere perkutan-transluminale Gefäßintervention;4;1;2;5;8;9;20;51;82;149;248;341;762;1398;1773;1854;1755;1627;1582;700;160;22;12553;-;-;2;8;4;5;29;64;95;187;266;377;558;886;970;1070;1051;1149;1512;793;305;68;9399;4;1;4;13;12;14;49;115;177;336;514;718;1320;2284;2743;2924;2806;2776;3094;1493;465;90;21952
2021;OPS-8-83D;    And.perk.-transl.Gefäßinterv.a.Herz u.Koronargef.;-;-;-;-;1;-;3;1;5;4;10;29;73;120;175;225;265;278;317;105;10;-;1621;-;-;-;-;-;-;-;-;1;2;2;10;16;19;38;55;68;91;117;49;12;2;482;-;-;-;-;1;-;3;1;6;6;12;39;89;139;213;280;333;369;434;154;22;2;2103
2021;OPS-8-840;    Perkut.-translum.Implant.v.n.med.-freisetz.Stents;104;20;13;10;10;9;19;34;62;134;271;809;2502;5756;8407;9030;7838;6201;5490;2065;475;51;49310;61;16;11;10;12;15;50;56;108;149;220;365;982;2232;3437;4467;4429;4450;4742;2523;963;223;29523;165;36;24;20;22;24;69;90;170;283;491;1174;3484;7988;11844;13497;12267;10651;10232;4588;1438;274;78833
2021;OPS-8-841;    Perkut.-translum.Implant. v.med.-freisetz. Stents;9;1;1;-;-;-;-;1;9;4;16;34;124;310;526;597;571;525;590;271;66;12;3667;18;2;-;-;-;-;-;3;2;2;9;17;39;90;172;222;276;286;461;263;131;25;2018;27;3;1;-;-;-;-;4;11;6;25;51;163;400;698;819;847;811;1051;534;197;37;5685
2021;OPS-8-842;    Perkut.-transl.Impl.v.n.med.-freisetz.gecov.Stents;-;-;1;1;3;1;7;19;24;45;77;181;383;901;1289;1443;1279;1112;1038;407;78;6;8295;1;1;-;2;2;2;4;5;19;37;62;91;174;305;525;673;628;632;649;307;88;16;4223;1;1;1;3;5;3;11;24;43;82;139;272;557;1206;1814;2116;1907;1744;1687;714;166;22;12518
2021;OPS-8-843;    Perkut.-translum. Implant. v.bioresorbierb. Stents;2;-;-;-;-;-;-;-;-;-;-;-;6;5;15;9;8;9;8;3;1;-;66;2;-;-;-;-;-;-;-;-;-;1;-;3;-;5;14;5;6;3;5;1;-;45;4;-;-;-;-;-;-;-;-;-;1;-;9;5;20;23;13;15;11;8;2;-;111
2021;OPS-8-844;    Perkut.-translum.Implant.v.selbstexpan.Mikrostents;5;-;-;-;1;-;1;4;8;17;33;52;83;134;154;133;92;85;82;45;11;1;941;2;-;1;1;-;1;3;8;19;31;32;64;111;157;152;131;100;97;104;52;20;4;1090;7;-;1;1;1;1;4;12;27;48;65;116;194;291;306;264;192;182;186;97;31;5;2031
2021;OPS-8-845;    Perkut.-translum.Implantation v.ungecov. CP-Stents;1;2;2;9;10;4;2;2;-;4;1;1;2;1;5;6;3;3;3;1;-;-;62;1;2;3;7;3;1;2;2;1;-;1;-;1;2;1;2;2;1;3;1;1;-;37;2;4;5;16;13;5;4;4;1;4;2;1;3;3;6;8;5;4;6;2;1;-;99
2021;OPS-8-846;    Perkut.-translum. Implantation v. gecov. CP-Stents;1;2;5;10;10;5;6;7;1;6;3;4;3;4;5;6;1;4;2;3;-;-;88;-;-;6;7;4;2;3;6;2;4;2;-;2;2;5;-;4;3;2;1;1;-;56;1;2;11;17;14;7;9;13;3;10;5;4;5;6;10;6;5;7;4;4;1;-;144
2021;OPS-8-847;    Perkut.-translum. Implantation e. Wachstumsstents;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;-;-;2;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;6;2;-;-;4;-;-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;-;-;10
2021;OPS-8-848;    Perkut.-transl. Impl. v.med.-freisetz.gecov.Stents;-;-;-;-;-;-;-;1;-;2;6;5;21;24;40;47;51;46;32;17;2;-;294;-;-;-;-;-;-;-;-;2;-;3;2;11;13;14;18;23;17;22;9;3;2;139;-;-;-;-;-;-;-;1;2;2;9;7;32;37;54;65;74;63;54;26;5;2;433
2021;OPS-8-849;    Perkut.-transl.Impl.v.sonst.ungecov.großlum.Stents;6;5;4;5;3;2;2;7;4;6;15;24;59;133;179;183;162;99;94;28;10;1;1031;3;7;3;3;4;3;-;3;9;7;8;8;20;65;90;98;93;65;63;38;7;1;598;9;12;7;8;7;5;2;10;13;13;23;32;79;198;269;281;255;164;157;66;17;2;1629
2021;OPS-8-84A;    Perkut.-transl.Impl. v.sonst.gecov.großlum. Stents;-;-;-;3;1;1;2;-;3;1;6;10;25;52;68;91;80;63;55;21;3;-;485;-;-;-;3;-;3;-;-;1;6;10;2;11;16;32;46;54;33;30;17;4;-;268;-;-;-;6;1;4;2;-;4;7;16;12;36;68;100;137;134;96;85;38;7;-;753
2021;OPS-8-84B;    Perkut.-translum. Implant. v. Stents b. Aneurysmen;-;-;-;2;1;1;2;14;27;22;33;45;73;84;104;63;47;24;32;5;3;-;582;-;-;-;3;1;4;3;13;18;43;79;90;172;199;158;153;94;56;38;20;3;-;1147;-;-;-;5;2;5;5;27;45;65;112;135;245;283;262;216;141;80;70;25;6;-;1729
2021;OPS-8-84C;    (Perkut.-)translum. Implant. e. Bifurkationsstents;-;-;-;-;-;-;-;-;-;-;-;1;4;1;9;5;3;1;-;-;-;-;24;-;-;-;-;-;-;-;-;-;1;2;3;9;6;5;5;4;4;3;-;-;-;42;-;-;-;-;-;-;-;-;-;1;2;4;13;7;14;10;7;5;3;-;-;-;66
2021;OPS-8-84D;    (Perkut.-)translum. Implantation v. Nitinolstents;-;-;-;-;-;1;-;1;7;6;19;47;183;435;658;781;678;573;558;237;42;7;4233;1;-;-;-;-;-;1;1;2;4;10;20;38;141;217;297;336;396;554;310;143;29;2500;1;-;-;-;-;1;1;2;9;10;29;67;221;576;875;1078;1014;969;1112;547;185;36;6733
2021;OPS-8-851;    Operat.äuß. Kreislauf (b.Anw.d.Herz-Lungen-Masch.);608;212;65;45;29;6;32;39;72;87;145;243;471;684;719;696;685;555;410;112;20;-;5935;410;173;61;35;15;10;18;24;37;38;51;84;182;223;331;411;445;400;390;130;24;-;3492;1018;385;126;80;44;16;50;63;109;125;196;327;653;907;1050;1107;1130;955;800;242;44;-;9427
2021;OPS-8-852;    Extrakorp. Membranoxygenation u. Prä-ECMO-Therapie;121;26;3;17;26;16;95;110;234;304;441;670;1112;1582;1594;1200;799;495;378;130;22;3;9378;93;17;12;22;16;21;57;108;116;162;219;278;382;472;521;535;356;292;311;127;39;-;4156;214;43;15;39;42;37;152;218;350;466;660;948;1494;2054;2115;1735;1155;787;689;257;61;3;13534
2021;OPS-8-853;    Hämofiltration;44;17;10;5;10;5;11;31;55;72;91;152;305;498;585;751;765;702;708;305;33;6;5161;28;7;13;8;6;3;7;21;41;45;55;100;142;227;277;361;404;449;482;192;49;2;2919;72;24;23;13;16;8;18;52;96;117;146;252;447;725;862;1112;1169;1151;1190;497;82;8;8080
2021;OPS-8-854;    Hämodialyse;18;44;27;53;104;88;428;619;1063;1610;2131;3159;5616;9083;11416;13092;14104;12913;13741;5668;1127;77;96181;11;16;23;47;46;87;261;405;783;919;1158;1550;2631;3830;5317;6359;6997;7530;8698;4187;999;101;51955;29;60;50;100;150;175;689;1024;1846;2529;3289;4709;8247;12913;16733;19451;21101;20443;22439;9855;2126;178;148136
2021;OPS-8-855;    Hämodiafiltration;17;34;7;14;51;36;125;202;391;523;729;1032;1799;2693;3534;4280;4107;3638;3643;1394;243;21;28513;31;16;22;30;23;35;76;151;229;291;376;526;810;1171;1575;1893;2010;2051;2241;980;198;19;14754;48;50;29;44;74;71;201;353;620;814;1105;1558;2609;3864;5109;6173;6117;5689;5884;2374;441;40;43267
2021;OPS-8-856;    Hämoperfusion;-;1;-;-;1;-;2;-;1;5;6;8;16;13;21;27;26;17;6;1;-;-;151;-;1;-;-;-;-;1;1;4;-;-;2;4;5;9;7;12;4;2;-;-;-;52;-;2;-;-;1;-;3;1;5;5;6;10;20;18;30;34;38;21;8;1;-;-;203
2021;OPS-8-857;    Peritonealdialyse;236;174;63;61;28;12;44;94;127;157;147;221;413;535;662;612;669;489;529;253;34;1;5561;102;107;44;26;28;23;57;70;127;133;182;184;239;303;350;329;270;276;334;97;38;2;3321;338;281;107;87;56;35;101;164;254;290;329;405;652;838;1012;941;939;765;863;350;72;3;8882
2021;OPS-8-858;    Extrakorporale Leberersatztherapie (Leberdialyse);1;1;-;-;-;-;2;5;8;10;20;28;25;29;37;26;21;19;10;-;-;-;242;3;2;-;-;-;2;1;4;8;7;7;17;11;20;17;17;6;4;4;-;-;-;130;4;3;-;-;-;2;3;9;16;17;27;45;36;49;54;43;27;23;14;-;-;-;372
2021;OPS-8-859;    Isolierte Extremitätenperfusion;-;-;-;-;2;-;2;1;2;1;9;10;16;27;21;26;18;15;6;-;-;-;156;-;-;-;1;1;1;1;5;-;2;1;6;4;6;7;7;6;7;2;-;-;-;57;-;-;-;1;3;1;3;6;2;3;10;16;20;33;28;33;24;22;8;-;-;-;213
2021;OPS-8-85A;    Dialyseverf. wegen Versagen e.Nierentransplantates;-;7;-;3;3;1;4;14;21;27;21;33;51;62;35;68;30;9;3;-;-;-;392;-;1;2;-;-;-;1;7;10;9;12;16;15;29;26;26;7;5;1;-;-;-;167;-;8;2;3;3;1;5;21;31;36;33;49;66;91;61;94;37;14;4;-;-;-;559
2021;OPS-8-85B;    Anwend.v.Blutegeln z.Sicherung d.ven. Blutabstroms;-;2;1;-;3;5;9;5;14;19;12;12;23;33;38;34;17;14;11;4;1;-;257;-;1;-;2;2;2;3;2;4;2;9;5;13;9;16;15;4;6;11;4;1;-;111;-;3;1;2;5;7;12;7;18;21;21;17;36;42;54;49;21;20;22;8;2;-;368
2021;OPS-8-86--8-86;  Therapie m. besonderen Zellen u. Blutbestandteilen;-;3;8;11;14;20;32;70;70;43;55;79;105;131;146;143;152;95;82;19;2;1;1281;2;2;6;6;17;8;44;43;51;52;78;105;170;199;181;155;157;138;92;24;5;2;1537;2;5;14;17;31;28;76;113;121;95;133;184;275;330;327;298;309;233;174;43;7;3;2818
2021;OPS-8-860;    Autogene Stammzelltherapie;-;-;1;4;1;10;9;21;24;5;18;25;21;14;11;2;5;4;1;-;-;-;176;-;1;-;-;4;2;13;15;8;6;15;15;18;23;18;8;6;6;4;3;-;-;165;-;1;1;4;5;12;22;36;32;11;33;40;39;37;29;10;11;10;5;3;-;-;341
2021;OPS-8-861;    Entnahme u.Ä. v. Blutbestandteilen z. lok. Anwend.;-;1;5;4;11;10;21;46;43;36;36;54;81;110;131;139;143;90;81;19;2;1;1064;1;1;-;5;13;6;29;24;38;43;60;85;145;174;159;140;151;132;88;21;5;2;1322;1;2;5;9;24;16;50;70;81;79;96;139;226;284;290;279;294;222;169;40;7;3;2386
2021;OPS-8-862;    Hepatozytentransplantation;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-8-863;    Allogene Stammzelltherapie;-;2;2;3;2;-;2;3;3;2;1;-;3;7;4;2;4;1;-;-;-;-;41;1;-;6;1;-;-;2;4;5;3;3;5;7;2;4;7;-;-;-;-;-;-;50;1;2;8;4;2;-;4;7;8;5;4;5;10;9;8;9;4;1;-;-;-;-;91
2021;OPS-8-90--8-91;  Anästhesie und Schmerztherapie;7736;13996;9410;7916;5630;2166;6305;7818;10811;13003;15846;19969;35008;50870;52887;45140;42332;36206;33685;12509;2867;389;432499;5809;10891;7189;7413;6741;4148;22160;53637;77460;45693;22998;23590;39855;51254;50853;46326;48245;46807;49611;22364;6659;1285;650992;13545;24887;16599;15329;12371;6314;28465;61455;88271;58696;38844;43559;74863;102124;103740;91466;90577;83013;83296;34873;9526;1674;1083491
2021;OPS-8-900;    Intravenöse Anästhesie;1886;4033;2657;1978;1221;463;1113;1321;1706;2004;2401;3208;5825;8779;10239;11063;10753;9922;10174;4253;1108;142;96249;1505;3055;2073;1813;1519;415;1209;1466;1997;1983;2150;2589;4265;6037;7033;7919;8716;8910;10821;5969;2037;387;83869;3391;7088;4730;3791;2740;878;2322;2787;3703;3987;4551;5797;10090;14816;17272;18982;19469;18832;20995;10222;3145;529;180118
2021;OPS-8-901;    Inhalationsanästhesie;263;532;303;127;76;13;63;69;85;94;130;172;281;370;409;415;401;321;316;112;31;4;4587;173;350;223;125;81;24;114;231;401;301;129;100;171;246;274;289;250;262;291;155;47;9;4246;436;882;526;252;157;37;177;300;486;395;259;272;452;616;683;704;651;583;607;267;78;13;8833
2021;OPS-8-902;    Balancierte Anästhesie;543;1312;900;708;375;92;180;218;211;223;247;330;551;820;861;919;895;754;699;250;71;11;11170;480;1056;747;609;341;82;183;219;216;256;265;256;401;551;563;619;673;616;726;393;147;26;9425;1023;2368;1647;1317;716;174;363;437;427;479;512;586;952;1371;1424;1538;1568;1370;1425;643;218;37;20595
2021;OPS-8-903;    (Analgo-)Sedierung;4704;7492;4682;3292;1909;122;51;47;44;59;58;78;126;209;212;235;224;197;215;87;24;1;24068;3471;5982;3504;3055;2180;108;44;46;46;44;49;42;94;114;126;158;150;182;214;110;37;6;19762;8175;13474;8186;6347;4089;230;95;93;90;103;107;120;220;323;338;393;374;379;429;197;61;7;43830
2021;OPS-8-910;    Epidurale Injektion u. Infusion z. Schmerztherapie;78;137;129;176;226;121;452;712;1269;1701;2049;2541;4274;6378;6793;6051;5848;4759;4236;1409;233;32;49604;52;81;113;233;877;2034;14896;40876;58291;28695;7166;3092;4723;5983;6120;5808;6053;5821;5902;2298;567;71;199752;130;218;242;409;1103;2155;15348;41588;59560;30396;9215;5633;8997;12361;12913;11859;11901;10580;10138;3707;800;103;249356
2021;OPS-8-911;    Subarachnoidale Injekt. u.Infus. z.Schmerztherapie;-;-;-;1;2;5;13;19;33;33;36;43;73;116;109;137;158;151;145;69;22;-;1165;1;-;-;2;26;58;569;2031;3849;2711;695;80;49;55;55;61;62;70;64;40;16;3;10497;1;-;-;3;28;63;582;2050;3882;2744;731;123;122;171;164;198;220;221;209;109;38;3;11662
2021;OPS-8-913;    Injekt. e.Medikaments a.Hirnnerven z.Schmerzther.;1;3;5;5;14;5;16;21;16;20;31;18;37;48;60;49;55;65;81;39;9;-;598;-;2;4;2;1;6;19;22;11;26;29;34;54;59;47;51;46;66;88;52;26;3;648;1;5;9;7;15;11;35;43;27;46;60;52;91;107;107;100;101;131;169;91;35;3;1246
2021;OPS-8-914;    Injektion e.Med.an Nervenwurzeln z.Schmerztherapie;2;6;5;31;44;44;354;705;1412;1966;2328;2725;4216;5526;4978;3526;3282;2943;2867;1048;159;14;38181;-;1;3;28;35;61;332;673;1113;1657;2309;3116;4731;5365;5008;4294;4729;4937;5588;2349;473;60;46862;2;7;8;59;79;105;686;1378;2525;3623;4637;5841;8947;10891;9986;7820;8011;7880;8455;3397;632;74;85043
2021;OPS-8-915;    Injekt.u.Infusion e.Med.a.and.Nerven z.Schmerzth.;101;164;266;651;621;503;1512;1588;1835;1943;2353;2944;5538;8159;8396;6277;5707;4657;3973;1389;385;65;59027;37;82;179;493;433;382;1147;1517;2050;1965;2269;3463;6560;8855;9112;7828;7959;7078;6619;2956;1045;262;72291;138;246;445;1144;1054;885;2659;3105;3885;3908;4622;6407;12098;17014;17508;14105;13666;11735;10592;4345;1430;327;131318
2021;OPS-8-916;    Injekt.e.Med.a.d.sympath.Nervensyst.z.Schmerzther.;-;-;-;-;1;3;5;18;42;37;46;68;133;168;198;164;149;118;189;75;14;3;1431;-;-;-;-;2;4;15;20;48;57;62;68;133;162;152;138;162;158;186;100;31;6;1504;-;-;-;-;3;7;20;38;90;94;108;136;266;330;350;302;311;276;375;175;45;9;2935
2021;OPS-8-917;    Injekt.e.Med.i. Gelenke d.Wirbelsäule z.Schmerzth.;1;-;-;3;9;24;200;461;899;1291;1679;2040;3168;4312;4108;2720;2663;2484;2506;863;157;16;29604;-;-;2;4;11;56;249;431;733;1145;1841;2706;4292;5200;4778;3989;4529;4822;5271;2181;407;55;42702;1;-;2;7;20;80;449;892;1632;2436;3520;4746;7460;9512;8886;6709;7192;7306;7777;3044;564;71;72306
2021;OPS-8-918;    Interdisziplinäre multimodale Schmerztherapie;-;1;5;55;58;28;148;236;432;574;834;1054;2183;3037;2494;1466;1171;1092;933;300;38;4;16143;-;-;5;162;267;101;385;541;665;1010;1702;2876;5216;6416;4845;3106;2881;2880;2898;1062;155;15;37188;-;1;10;217;325;129;533;777;1097;1584;2536;3930;7399;9453;7339;4572;4052;3972;3831;1362;193;19;53331
2021;OPS-8-919;    Komplexe Akutschmerzbehandlung;157;316;457;887;1073;741;2188;2387;2813;3028;3622;4709;8530;12844;13949;12066;10981;8695;7298;2595;611;96;100043;90;282;335;883;960;813;2984;5551;8017;5804;4292;5107;9058;12059;12640;11983;11942;10928;10835;4637;1652;373;121228;247;598;792;1770;2033;1554;5172;7938;10830;8832;7914;9816;17588;24903;26589;24049;22923;19623;18133;7232;2263;469;221271
2021;OPS-8-91B;    Interdiszipl.multimod.schmerztherap.Kurzzeitbeh.;-;-;1;2;1;2;10;16;14;30;32;39;73;104;81;52;45;48;53;20;5;1;629;-;-;1;4;8;4;14;13;23;39;40;61;108;152;100;83;93;77;108;62;19;9;1018;-;-;2;6;9;6;24;29;37;69;72;100;181;256;181;135;138;125;161;82;24;10;1647
2021;OPS-8-91C;    Teilstat. interdiszipl. multimod. Schmerztherapie;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-8-92--8-93;  Patientenmonitoring;75072;23534;10654;10137;9964;6626;16677;16442;21647;26636;33500;44672;77820;117383;139168;147874;150527;143877;161161;78083;23163;3300;1338026;58554;17807;7917;10576;11031;5835;13660;13658;17643;18347;21085;26545;42773;60769;75051;90038;103537;119264;160545;99399;40120;9736;1023896;133626;41341;18571;20713;20995;12461;30337;30100;39290;44983;54585;71217;120593;178152;214219;237912;254064;263141;321706;177482;63283;13036;2361922
2021;OPS-8-920;    EEG-Monitoring (mind. 2 Kanäle) für mehr als 24 h;934;59;28;38;32;33;56;63;72;108;155;172;278;389;415;416;386;302;250;83;14;3;4286;682;30;17;31;19;18;44;39;31;64;79;118;139;226;236;235;234;198;207;77;20;8;2752;1616;89;45;69;51;51;100;102;103;172;234;290;417;615;651;651;620;500;457;160;34;11;7038
2021;OPS-8-921;    Monitoring mittels evozierter Potentiale;1;2;3;2;3;-;6;5;2;11;9;10;25;33;48;58;58;62;62;19;4;-;423;-;1;2;6;2;1;2;2;4;5;5;10;12;25;28;34;32;46;44;4;4;2;271;1;3;5;8;5;1;8;7;6;16;14;20;37;58;76;92;90;108;106;23;8;2;694
2021;OPS-8-922;    Monitoring des intrakraniellen Druckes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2021;OPS-8-923;    Monitoring der hirnvenösen Sauerstoffsättigung;498;116;39;28;10;9;29;26;50;82;121;220;407;706;868;948;903;665;433;86;12;-;6256;365;90;38;33;9;4;22;24;35;39;61;74;119;247;316;408;401;358;280;65;6;1;2995;863;206;77;61;19;13;51;50;85;121;182;294;526;953;1184;1356;1304;1023;713;151;18;1;9251
2021;OPS-8-924;    Invasives neurologisches Monitoring;18;47;19;28;44;64;120;117;149;195;254;335;434;553;572;542;488;398;363;122;17;2;4881;19;20;19;25;32;17;53;79;110;136;173;292;366;500;517;467;415;392;346;126;24;2;4130;37;67;38;53;76;81;173;196;259;331;427;627;800;1053;1089;1009;903;790;709;248;41;4;9011
2021;OPS-8-925;    Intraoperatives neurophysiologisches Monitoring;74;279;274;309;331;137;320;387;541;562;634;768;1262;1857;2040;1957;1928;1439;1250;395;63;5;16812;77;223;238;532;382;155;361;371;502;565;741;897;1354;1698;1709;1729;1562;1261;1067;312;56;7;15799;151;502;512;841;713;292;681;758;1043;1127;1375;1665;2616;3555;3749;3686;3490;2700;2317;707;119;12;32611
2021;OPS-8-930;    Monitor.v.Atmung,Herz,Kreisl.oh.Mess.d.Blutdrucks;71183;21491;9560;9059;8765;5317;13196;12673;16400;19923;24179;31061;52672;77661;91335;96404;99078;95891;110627;55895;17424;2618;942521;55473;16209;7056;9273;9867;4728;10942;10945;14035;14108;15544;19140;30435;42204;51658;61201;69924;81085;112065;72615;30994;7819;747326;126656;37700;16616;18332;18632;10045;24138;23618;30435;34031;39723;50201;83107;119865;142993;157605;169002;176976;222692;128510;48418;10437;1689847
2021;OPS-8-931;    Monitor.v.Atmung,Herz,Kreisl.m.Mess.d.Venendruckes;1374;549;251;256;235;248;723;845;1295;1839;2541;3873;7455;12398;16106;17712;17142;15247;14603;5712;1400;154;121958;1058;477;194;194;192;167;483;604;962;1122;1431;2004;3688;5707;7513;9334;10081;10390;12399;6460;2180;452;77092;2432;1026;445;450;427;415;1206;1449;2257;2961;3972;5877;11143;18105;23619;27046;27223;25637;27002;12172;3580;606;199050
2021;OPS-8-932;    Monitor.v.Atmung,Herz,Kreisl.m.Mess.d.Arteriendr.;41;13;3;6;17;25;76;97;177;239;407;628;1172;1798;2270;2530;2402;1916;1633;541;90;8;16089;34;10;1;6;8;14;46;73;113;139;172;297;500;697;971;1147;1174;1125;1200;498;119;26;8370;75;23;4;12;25;39;122;170;290;378;579;925;1672;2495;3241;3677;3576;3041;2833;1039;209;34;24459
2021;OPS-8-933;    Funkgesteuerte kardiologische Telemetrie;949;978;477;411;527;793;2151;2229;2961;3677;5200;7605;14115;21988;25514;27307;28142;27957;31940;15230;4139;510;224800;846;747;352;476;520;731;1707;1521;1851;2169;2879;3713;6160;9465;12103;15483;19714;24409;32937;19242;6717;1419;165161;1795;1725;829;887;1047;1524;3858;3750;4812;5846;8079;11318;20275;31453;37617;42790;47856;52366;64877;34472;10856;1929;389961
2021;OPS-8-97--8-98;  Komplexbehandlung;11331;9920;4300;4354;3570;2370;7152;8525;12616;16554;21654;29598;51074;77093;92835;100303;103997;102269;115940;58860;19035;2879;856231;8658;8161;3509;4095;3532;2361;6639;8525;11748;12732;14971;19714;32150;45468;55145;64535;72620;83163;114751;75100;33159;8394;689130;19989;18081;7809;8449;7102;4731;13791;17050;24364;29286;36625;49312;83224;122561;147980;164838;176617;185432;230691;133960;52194;11273;1545361
2021;OPS-8-971;    Multimodale dermatologische Komplexbehandlung;72;65;49;62;63;56;176;227;254;293;312;385;656;855;844;767;729;644;745;388;129;23;7794;38;53;42;70;94;71;211;194;234;198;219;319;510;666;681;659;669;660;863;567;218;42;7278;110;118;91;132;157;127;387;421;488;491;531;704;1166;1521;1525;1426;1398;1304;1608;955;347;65;15072
2021;OPS-8-972;    Komplexbehandlung b. schwerbehandelbarer Epilepsie;88;210;272;214;164;96;238;189;201;167;169;142;177;198;152;82;62;37;34;10;-;2;2904;63;177;222;194;188;123;274;241;234;189;173;177;186;215;161;121;67;55;47;23;8;-;3138;151;387;494;408;352;219;512;430;435;356;342;319;363;413;313;203;129;92;81;33;8;2;6042
2021;OPS-8-973;    Komplexbehandlung bei Spina bifida;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
2021;OPS-8-974;    Multimod. Komplexbehandl. b.sonst.chron.Erkrankung;17;75;59;128;182;62;70;3;4;7;8;4;7;6;5;4;11;7;6;-;-;-;665;13;47;25;94;103;80;31;8;6;5;10;16;13;7;12;8;8;7;10;4;-;-;507;30;122;84;222;285;142;101;11;10;12;18;20;20;13;17;12;19;14;16;4;-;-;1172
2021;OPS-8-975;    Naturheilkundl.u.anthroposoph.-med.Komplexbehandl.;38;9;18;6;6;7;31;46;55;73;65;106;160;304;245;223;215;212;233;145;68;10;2275;40;6;8;34;33;25;96;122;153;208;288;485;1012;1225;980;693;603;516;536;286;142;32;7523;78;15;26;40;39;32;127;168;208;281;353;591;1172;1529;1225;916;818;728;769;431;210;42;9798
2021;OPS-8-976;    Komplexbehandlung bei Querschnittlähmung;-;1;-;5;19;35;140;150;234;259;299;347;503;644;666;540;420;320;248;54;9;-;4893;-;1;-;-;6;22;59;66;93;85;119;118;220;242;242;240;202;196;167;78;7;1;2164;-;2;-;5;25;57;199;216;327;344;418;465;723;886;908;780;622;516;415;132;16;1;7057
2021;OPS-8-977;    Multimod.-nichtop. Komplexbehandl.d.Bewegungssyst.;-;-;-;-;2;5;25;58;104;155;186;240;486;645;612;371;325;287;270;88;11;-;3870;-;-;-;-;5;7;37;71;117;168;265;457;842;1078;848;662;661;661;647;226;35;2;6789;-;-;-;-;7;12;62;129;221;323;451;697;1328;1723;1460;1033;986;948;917;314;46;2;10659
2021;OPS-8-978;    Aufrechterh.d.Homöostase f.d.postmort.Organspende;-;-;-;-;1;-;2;1;1;2;2;2;3;4;5;1;1;-;1;3;-;-;29;-;-;-;-;-;-;1;1;-;-;1;-;3;3;1;2;2;3;1;1;-;-;19;-;-;-;-;1;-;3;2;1;2;3;2;6;7;6;3;3;3;2;4;-;-;48
2021;OPS-8-979;    Stationäre Behandlung vor Transplantation;4;3;1;3;3;-;1;6;8;8;4;16;23;31;29;6;-;-;-;-;-;-;146;9;3;2;-;2;-;3;3;5;1;4;8;11;11;9;9;-;-;-;-;-;-;80;13;6;3;3;5;-;4;9;13;9;8;24;34;42;38;15;-;-;-;-;-;-;226
2021;OPS-8-97A;    Multimod.intensivmed. Überwach./Beh. b.Vasospasmen;-;-;1;-;1;-;-;-;1;1;6;1;6;7;7;2;3;-;2;-;-;-;38;-;-;-;1;-;-;-;2;2;3;6;6;9;5;10;12;4;4;1;1;-;-;66;-;-;1;1;1;-;-;2;3;4;12;7;15;12;17;14;7;4;3;1;-;-;104
2021;OPS-8-97B;    Multimod.intensivmed. Überw./Beh.b.neuromusk.Erkr.;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;-;-;5;-;1;-;1;-;-;-;-;-;-;-;-;1;1;3;-;-;1;-;-;-;-;8
