ZE;Bezeichnung;ZED;OPS-Kode;OPS-Text;Betrag
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.09;8-800.d8;12 bis unter 14 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;5.818,45 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.10;8-800.d9;14 bis unter 16 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;6.749,40 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.11;8-800.da;16 bis unter 18 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;7.680,36 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.12;8-800.db;18 bis unter 20 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;8.611,31 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.13;8-800.dc;20 bis unter 24 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;9.775,00 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.14;8-800.dd;24 bis unter 28 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;11.636,90 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.15;8-800.de;28 bis unter 32 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;13.498,81 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.16;8-800.df;32 bis unter 36 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;15.360,71 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.17;8-800.dg;36 bis unter 40 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;17.222,62 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.18;8-800.dh;40 bis unter 46 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;19.317,26 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.19;8-800.dj;46 bis unter 52 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;22.110,11 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.20;8-800.dk;52 bis unter 58 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;24.902,97 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.21;8-800.dm;58 bis unter 64 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;27.695,83 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.22;8-800.dn;64 bis unter 70 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;30.488,68 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.23;8-800.dp;70 bis unter 78 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;33.514,28 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.24;8-800.dq;78 bis unter 86 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;37.238,09 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.25;8-800.dr;86 bis unter 94 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;40.961,90 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.26;8-800.ds;94 bis unter 102 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;44.685,71 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.27;8-800.dt;102 bis unter 110 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;48.409,51 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.28;8-800.du;110 bis unter 118 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;52.133,32 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.29;8-800.dv;118 bis unter 126 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;55.857,13 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.30;8-800.dz;126 bis unter 134 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;59.580,94 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.31;8-800.j0;134 bis unter 146 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;63.770,23 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.32;8-800.j1;146 bis unter 158 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;69.355,94 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.33;8-800.j2;158 bis unter 170 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;74.941,65 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.34;8-800.j3;170 bis unter 182 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;80.527,37 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.35;8-800.j4;182 bis unter 194 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;86.113,08 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.36;8-800.j5;194 bis unter 210 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;92.164,27 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.37;8-800.j6;210 bis unter 226 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;99.611,89 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.38;8-800.j7;226 bis unter 242 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;107.059,50 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.39;8-800.j8;242 bis unter 258 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;114.507,12 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.40;8-800.j9;258 bis unter 274 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;121.954,74 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.41;8-800.ja;274 bis unter 294 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;129.867,83 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.42;8-800.jb;294 bis unter 314 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;139.177,35 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.43;8-800.jc;314 bis unter 334 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;148.486,88 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.44;8-800.jd;334 bis unter 354 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;157.796,40 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.45;8-800.je;354 bis unter 374 pathogeninaktivierte Apherese-Thrombozytenkonzentrate;167.105,92 €
ZE165;Gabe von pathogeninaktivierten Apherese-Thrombozytenkonzentraten;ZE165.46;8-800.jf;374 oder mehr pathogeninaktivierte Apherese-Thrombozytenkonzentrate;176.415,44 €
ZE168;Gabe von Ipilimumab, parenteral;;;Applikation von Medikamenten, Liste 6: Ipilimumab, parenteral;Applikation von Medikamenten, Liste 6: Ipilimumab, parenteral
ZE168;Gabe von Ipilimumab, parenteral;ZE168.016);6-006.j0;20 mg bis unter 30 mg;1.681,57 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.02;6-006.j1;30 mg bis unter 40 mg;2.402,24 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.03;6-006.j2;40 mg bis unter 50 mg;3.122,92 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.04;6-006.j3;50 mg bis unter 60 mg;3.843,59 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.05;6-006.j4;60 mg bis unter 70 mg;4.564,26 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.06;6-006.j5;70 mg bis unter 80 mg;5.284,94 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.07;6-006.j6;80 mg bis unter 90 mg;5.962,13 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.08;6-006.j7;90 mg bis unter 100 mg;6.726,28 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.09;6-006.j8;100 mg bis unter 120 mg;7.687,18 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.10;6-006.j9;120 mg bis unter 140 mg;9.128,52 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.11;6-006.ja;140 mg bis unter 160 mg;10.569,87 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.12;6-006.jb;160 mg bis unter 180 mg;11.963,89 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.13;6-006.jc;180 mg bis unter 200 mg;13.452,56 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.14;6-006.jd;200 mg bis unter 220 mg;14.842,98 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.15;6-006.je;220 mg bis unter 240 mg;16.335,25 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.16;6-006.jf;240 mg bis unter 260 mg;17.776,60 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.17;6-006.jg;260 mg bis unter 300 mg;19.698,40 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.18;6-006.jh;300 mg bis unter 340 mg;22.501,57 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.19;6-006.jj;340 mg bis unter 380 mg;25.463,78 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.20;6-006.jk;380 mg bis unter 420 mg;28.346,47 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.21;6-006.jm;420 mg bis unter 460 mg;31.229,16 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.22;6-006.jn;460 mg bis unter 540 mg;35.072,75 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.23;6-006.jp;540 mg bis unter 620 mg;40.838,14 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.24;6-006.jq;620 mg bis unter 700 mg;46.603,52 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.25;6-006.jr;700 mg bis unter 860 mg;54.290,70 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.26;6-006.js;860 mg bis unter 1.020 mg;65.821,47 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.27;6-006.jt;1.020 mg bis unter 1.180 mg;77.352,24 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.28;6-006.ju;1.180 mg bis unter 1.340 mg;88.883,00 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.29;6-006.jv;1.340 mg bis unter 1.500 mg;100.413,77 €
ZE168;Gabe von Ipilimumab, parenteral;ZE168.30;6-006.jw;1.500 mg oder mehr;111.944,54 €
ZE169;Adjustierbare Harnkontinenztherapien;;5-596.73;Andere Harninkontinenzoperationen: Adjustierbare Kontinenztherapie: Wechsel des Ballons;siehe Anlage 2
ZE169;Adjustierbare Harnkontinenztherapien;;5-596.74;Andere Harninkontinenzoperationen: Adjustierbare Kontinenztherapie: Implantation unter den Harnblasenhals;siehe Anlage 2
ZE169;Adjustierbare Harnkontinenztherapien;;5-596.75;Andere Harninkontinenzoperationen: Adjustierbare Kontinenztherapie: Implantation in die Region der bulbären Harnröhre;siehe Anlage 2
ZE170;Suspensionsoperation bei Harninkontinenz des Mannes;;5-598.0;Suspensionsoperation [Zügeloperation] bei Harninkontinenz des Mannes: Mit alloplastischem Material;siehe Anlage 2
