DRG;Partition;Bezeichnung;Bewertungsrelation bei Hauptabteilung;Bewertungsrelation bei Hauptabteilung und Beleghebamme;Mittlere Verweildauer;Untere Grenzverweildauer;Untere Grenzverweildauer: Bewertungsrelation pro Tag;Obere Grenzverweildauer;Obere Grenzverweildauer: Bewertungsrelation pro Tag;Externe Verlegung Abschlag pro Tag;Verlegungsfallpauschale;Ausnahme von Wiederaufnahme;Pflegeerlös Bewertungsrelation pro Tag
R07A;O;Strahlentherapie bei hämatologischen und soliden Neubildungen, außer bei akuter myeloischer Leukämie, Alter < 19 Jahre oder mit äußerst schweren CC oder Bestrahlungen an mindestens 7 Tagen;1,867;;13,6;4;0,364;27;0,134;0,125;;x;0,9622
R07B;O;Strahlentherapie bei hämatologischen und soliden Neubildungen, außer bei akuter myeloischer Leukämie, Alter > 18 Jahre, ohne äußerst schwere CC, Bestrahlungen an weniger als 7 Tagen;0,792;;5,5;1;0,389;13;0,142;0,120;;x;0,8033
R11A;O;Lymphom und Leukämie mit bestimmter OR-Prozedur, mit schweren CC oder mit anderen OR-Prozeduren, mit äußerst schweren CC, Alter > 15 Jahre;2,633;;16,8;5;0,350;33;0,088;0,118;;;0,8744
R11B;O;Lymphom und Leukämie mit bestimmter OR-Prozedur, ohne äußerst schwere oder schwere CC oder mit anderen OR-Prozeduren, mit schweren CC;1,087;;5,6;1;0,516;14;0,083;0,100;;;0,7162
R11C;O;Lymphom und Leukämie mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC;0,813;;4,0;1;0,322;10;0,097;0,110;;;0,7596
R12A;O;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren, mit äußerst schweren CC oder komplexem Eingriff, ohne komplexe OR-Prozedur;3,360;;14,5;4;0,356;30;0,131;0,115;;;1,0563
R12B;O;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren ohne äußerst schwere CC, ohne komplexen Eingriff, mit komplexer OR-Prozedur;1,983;;7,6;2;0,269;16;0,167;0,094;;;0,8615
R12C;O;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren ohne äußerst schwere CC, ohne komplexen Eingriff, ohne komplexe OR-Prozedur;1,377;;5,6;1;0,295;13;0,134;0,090;;;0,7934
R13A;O;Andere hämatologische und solide Neubildungen mit bestimmter OR-Prozedur, ohne äußerst schwere oder schwere CC, mit komplexer OR-Prozedur oder komplizierender Konstellation;1,208;;5,1;1;0,293;11;0,146;0,097;;;0,7578
R13B;O;Andere hämatologische und solide Neubildungen mit bestimmter OR-Prozedur, ohne äußerst schwere oder schwere CC, ohne komplexe OR-Prozedur, ohne komplizierende Konstellation;1,008;;4,3;1;0,461;10;0,134;0,089;;;0,7685
R14Z;O;Andere hämatologische und solide Neubildungen mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC oder Therapie mit offenen Nukliden bei hämatologischen und soliden Neubildungen, mehr als ein Belegungstag;0,719;;3,2;1;0,268;7;0,094;0,102;;x;0,7900
R16Z;O;Hochkomplexe Chemotherapie mit operativem Eingriff bei hämatologischen und soliden Neubildungen;5,851;;32,2;10;0,461;50;0,163;0,153;;;1,1938
R60A;M;Akute myeloische Leukämie m. hochkomplexer Chemoth., Alter > 17 J. od. m. int. Chemoth. m. kompliz. Diagnose od. Dialyse od. Portimpl. u. Alter < 16 J. od. intensivmed. Komplexbeh. > 392 / 368 / - P. od. schwerste CC od. HLA-Typisierung, Alter < 16 J.;7,662;;49,8;16;0,445;68;0,152;0,149;;x;1,0339
R60B;M;Akute myeloische Leukämie mit intensiver Chemotherapie mit komplizierender Diagnose od. Dialyse od. Portimplantation und Alter < 16 J. od. intensivmed. Komplexbehandlung > 392 / 368 / - Aufwandspunkte od. schwerste CC, od. HLA-Typisierung, Alter > 15 J.;5,694;;34,3;10;0,513;52;0,165;0,160;;x;1,0970
R60C;M;Akute myel. Leukämie m. int. Chemo, äuß. schw. CC od. kompl. Diagnostik b. Leuk. od. Port od. m. mäß. kompl. Chemo m. best. kompliz. Fakt. od. m. äuß. schw. CC m. kompl. Diagnost. od. KomplBeh. isolat.pfl. Erreg. m. Dial. od. äuß. schw. od. schwerste CC;3,586;;25,4;7;0,445;41;0,140;0,135;;x;1,0378
R60D;M;Akute myeloische Leukämie mit intensiver Chemoth., ohne kompliz. Diagnose, ohne Dialyse, ohne Portimpl., oh. intensivmed. Komplexbeh. > 392 / 368 / - AufwP., oh. äuß. schwere CC, oh. kompl. Diagnostik b. Leukämie od. mit Dialyse od. äußerst schweren CC;1,975;;13,7;4;0,391;28;0,143;0,133;;x;1,0237
R60E;M;Akute myeloische Leukämie mit mäßig komplexer Chemotherapie, ohne komplizierende Diagnose, ohne Dialyse, ohne Portimplantation, ohne äußerst schwere CC oder mit lokaler Chemotherapie oder mit Komplexbehandlung bei multiresistenten Erregern;0,907;;7,2;1;0,453;16;0,126;0,110;;x;0,9420
R60F;M;Akute myeloische Leukämie ohne Chemotherapie, ohne Dialyse, ohne äußerst schwere CC, ohne Komplexbehandlung bei multiresistenten Erregern;0,854;;6,5;1;0,421;15;0,091;0,112;;x;0,8457
R61A;M;Lymphom und nicht akute Leukämie mit Sepsis oder bestimmter komplizierender Konstellation oder mit Agranulozytose, intrakranieller Metastase oder Portimplantation, mit äuß. schw. CC, Alter > 15 Jahre, mit hochkompl. Chemotherapie oder schwersten CC;4,034;;25,6;8;0,430;44;0,151;;x;x;1,1824
R61B;M;Lymphom und nicht akute Leukämie mit Sepsis oder anderer kompliz. Konstell. oder mit kompl. Diagnose oder Portimpl., mit äuß. schw. CC, Alter > 15 Jahre od. mit äuß. schw. CC od. Tumorlyse-Syndrom, mit kompl. Diagnostik bei Leukämie od. mit schwersten CC;2,372;;17,3;5;0,379;33;0,132;;x;x;0,9800
R61C;M;Lymphom und nicht akute Leukämie ohne Sepsis, ohne komplizierende Konstellation, mit Agranulozytose oder Portimplantation oder Komplexbehandlung bei isolationspflichtigen Erregern oder komplexer Diagnostik bei Leukämie, Alter < 16 J.;2,518;;10,6;3;0,503;23;0,189;0,173;;x;1,9680
R61D;M;Lymphom u. nicht akute Leukämie m. Agranuloz., Portimpl., Komplbeh. isolat.pfl. Erreger od. kompl. Diag. b. Leuk., > 15 J., m. intens. Chemo od. < 18 J. od. m. äuß. schw. CC od. Tumorlyse-Syndr. od. Blastenkr., ohne kompl. Diag. b. Leuk., ohne schw. CC;1,695;;13,7;4;0,329;28;0,120;0,112;;x;0,9836
R61E;M;Lymphom und nicht akute Leukämie ohne Sepsis, ohne komplizierende Konstellation, mit Agranulozytose od. Portimpl. od. Komplbeh. isolat.pflichtige Erreger od. komplexe Diagnostik b. Leukämie, ohne äußerst schw. CC, Alter > 17 J., ohne intensive Chemoth.;1,357;;9,2;2;0,390;21;0,127;0,115;;x;0,7573
R61F;M;Lymphom und nicht akute Leukämie ohne bestimmte kompliz. Faktoren, ohne äuß. schw. CC, mit kompl. Diagnose od. kompliz. Prozedur, Alter < 16 J. od. best. Lymphom mit best. Chemotherapie od. kompl. Diagnose od. andere Komplexbeh. isolat.pflichtige Erreger;1,003;;7,2;1;0,492;15;0,138;0,121;;x;1,2029
R61G;M;Lymphom und nicht akute Leukämie oh. best. kompliz. Faktoren, oh. äuß. schw. CC, Alter < 16 J. od. mit kompl. Diagnose od. kompliz. Prozedur, Alter > 15 J., oh. best. Lymphom m. best. Chemoth., oh. kompl. Diagnose, oh. and. Komplbeh. isolat.pfl. Erreger;1,037;;7,6;2;0,333;17;0,132;0,117;;x;0,7845
R61H;M;Lymphom und nicht akute Leukämie ohne bestimmte komplizierende Faktoren, ohne äußerst schwere CC, ohne komplexe Diagnose, ohne komplizierende Prozedur, Alter > 15 Jahre;0,535;;4,6;1;0,261;12;0,079;0,093;;x;0,8354
R62A;M;Andere hämatologische und solide Neubildungen mit kompliz. Diagnose oder Dialyse oder Portimplantation oder mit Knochenaffektionen oder bestimmten Metastasen oder äußerst schweren CC oder Alter < 1 Jahr, mit komplexer Diagnose oder kompliz. Konstellation;1,636;;12,3;3;0,315;27;0,107;0,095;;x;0,8230
R62B;M;Andere hämatologische und solide Neubildungen ohne kompliz. Diagnose, ohne Dialyse, ohne Portimplantation, mit Knochenaffektionen oder bestimmten Metastasen oder äußerst schweren CC oder Alter < 1 Jahr, ohne komplexe Diagnose, ohne kompliz. Konstellation;0,963;;9,0;2;0,301;21;0,071;0,091;;x;0,8788
R62C;M;Andere hämatologische und solide Neubildungen ohne komplizierende Diagnose, ohne Dialyse, ohne Portimplantation, ohne Knochenaffektionen, ohne bestimmte Metastasen, ohne äußerst schwere CC, Alter > 0 Jahre;0,579;;4,9;1;0,251;13;0,071;0,085;;x;0,7979
R63A;M;Andere akute Leukämie oder bestimmtes Lymphom mit bestimmter hochkomplexer Chemotherapie, Alter > 17 Jahre;8,332;;55,6;18;0,433;74;0,148;0,145;;x;0,9870
R63B;M;Andere akute Leukämie oder bestimmtes Lymphom mit Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation, Alter < 16 Jahre oder schwerste CC oder mit anderer hochkomplexer Chemotherapie;6,030;;28,6;9;0,548;47;0,203;0,185;;x;1,7739
R63C;M;Andere akute Leukämie mit intensiver Chemotherapie, mit Dialyse od. Sepsis od. Agranulozytose od. Portimpl., mit äuß. schw. CC, ohne andere hochkompl. Chemoth. od. mit mäßig kompl. Chemoth. od. kompliz. Konstellation od. Alter < 16 J. mit int. Chemoth.;4,801;;28,4;8;0,521;46;0,165;0,159;;x;1,1293
R63D;M;Andere akute Leukämie mit komplizierender Konstellation oder mit mäßig komplexer Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation, mit intensiver Chemotherapie, Alter < 16 Jahre;3,156;;18,5;5;0,486;35;0,158;0,150;;x;1,4797
R63E;M;Andere akute Leukämie mit intensiver oder mäßig kompl. Chemoth., mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation oder mit lokaler Chemoth., mit Dialyse od. Sepsis od. mit Agranulozytose od. Portimplantation oder mit äuß. schw. CC;2,132;;13,4;3;0,495;29;0,148;0,138;;x;1,2301
R63F;M;Andere akute Leukämie mit intensiver Chemoth. oder mit mäßig kompl. oder lokaler Chemoth. mit schwersten CC oder mit mäßig kompl. Chemoth. mit äußerst schw. CC od. ohne Chemoth. mit Dialyse od. Sepsis od. Agranulozyt. od. Portimpl. od. äußerst schw. CC;1,812;;11,5;3;0,441;24;0,153;0,141;;x;1,4697
R63G;M;Andere akute Leukämie mit intensiver Chemotherapie, ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC;1,267;;9,0;2;0,422;21;0,140;0,126;;x;1,2030
R63H;M;Andere akute Leukämie ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC;0,716;;4,7;1;0,356;11;0,150;0,124;;x;1,4757
R65Z;M;Hämatologische und solide Neubildungen, ein Belegungstag;0,264;;1,0;;;;;;;x;1,3063
R66Z;M;Akute myeloische Leukämie oder andere akute Leukämie oder bestimmtes Lymphom mit hochkomplexer Chemotherapie, Alter < 18 Jahre;10,180;;49,5;16;0,558;68;0,192;0,188;;x;2,1833
R77Z;M;Komplexbehandlung bei isolationspflichtigen Erregern bei bestimmten hämatologischen und soliden Neubildungen;4,170;;29,4;9;0,403;47;0,096;0,133;;;1,1432
MDC 18A HIV;;;;;;;;;;;;;
S01Z;O;HIV-Krankheit mit OR-Prozedur;1,789;;12,5;3;0,343;28;0,126;0,102;;x;0,8570
S60Z;M;HIV-Krankheit, ein Belegungstag;0,254;;1,0;;;;;;;x;1,1323
S62Z;M;Bösartige Neubildung bei HIV-Krankheit;1,236;;9,6;2;0,400;24;0,149;0,113;;x;0,8598
S63A;M;Infektion bei HIV-Krankheit mit komplexer Diagnose und äußerst schweren CC oder mit komplizierender Konstellation;3,646;;25,3;7;0,442;43;0,140;0,134;;x;1,1257
S63B;M;Infektion bei HIV-Krankheit ohne komplexe Diagnose oder ohne äußerst schwere CC, ohne komplizierende Konstellation;1,221;;11,0;3;0,292;24;0,106;0,097;;x;0,8435
S65A;M;Andere Erkrankungen bei HIV-Krankheit oder andere HIV-Krankheit mit Herzinfarkt oder bei chronisch ischämischer Herzkrankheit oder äußerst schweren CC;2,455;;20,2;6;0,335;38;0,116;0,111;;x;0,9011
S65B;M;Andere Erkrankungen bei HIV-Krankheit oder andere HIV-Krankheit ohne Herzinfarkt, außer bei chronisch ischämischer Herzkrankheit, ohne äußerst schwere CC;0,788;;7,2;1;0,371;16;0,103;0,090;;x;0,7285
MDC 18B Infektiöse und parasitäre Krankheiten;;;;;;;;;;;;;
T01A;O;OR-Prozedur bei infektiösen und parasitären Krankheiten mit bestimmter komplexer Prozedur oder komplizierender Konstellation, ohne intensivmedizinische Komplexbehandlung > 392 / 368 / 552 Aufwandspunkte;4,229;;22,6;7;0,362;41;0,146;;x;;1,3331
T01B;O;OR-Prozedur bei inf. und parasitären Krankheiten ohne komplexe Prozedur, ohne kompl. Konstellation mit best. Eingr. bei best. Sepsis oder mit best. Prozedur oder bei Z. n. Organtranspl. mit äuß. schweren CC oder mit best. mäßig komplexem Eingriff;3,320;;22,9;7;0,301;41;0,074;0,101;;;1,1617
T01C;O;OR-Proz. bei infekt./parasit. Krankh. oh. best. kompl. Proz., ohne kompliz. Konst., mit best. Eingr. bei best. Sepsis oder mit best. Prozedur oder bei Z. n. Organtranspl., oh. äuß. schw. CC, oh. best. mäßig kompl. Eingriff;2,192;;17,1;5;0,268;33;0,066;;x;;0,9143
T01D;O;OR-Proz. bei infektiösen und parasitären Krankh. oh. best. kompl. Proz., ohne kompliz. Konstell., auß. bei Z. n. Organtranspl., ohne best. Eingriff bei best. Sepsis od. ohne äuß. schw. CC, oh. best. Prozedur, mit best. anderem oper. Eingriff;1,706;;13,5;4;0,214;27;0,055;0,074;;;0,7857
T01E;O;OR-Proz. bei infektiösen und parasitären Krankh. ohne best. kompl. Prozedur, oh. kompliz. Konstell., auß. bei Z. n. Organ-Tx, ohne best. Eingriff bei best. Sepsis od. ohne äuß. schw. CC, oh. best. Prozedur, ohne. best. anderen operativen Eingriff;0,799;;6,3;1;0,387;15;0,054;0,067;;;0,7284
T36Z;O;Intensivmedizinische Komplexbeh. > 588 / 552 / 552 Aufwandsp. bei infektiösen und parasitären Krankheiten oder OR-Prozedur bei inf. u. parasitären Krankh. mit best. komplexer Prozedur oder kompliz. Konstellation mit IntK > 392 / 368 / 552 Aufwandspunkte;5,183;;21,7;6;0,681;40;0,220;;x;x;2,7221
T44Z;A;Geriatrische frührehabilitative Komplexbehandlung bei infektiösen und parasitären Krankheiten;1,800;;23,0;;;37;0,053;0,073;;;0,8745
T60A;M;Sepsis mit komplizierender Konstellation oder bei Zustand nach Organtransplantation, mit äußerst schweren CC oder intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte;3,398;;18,6;5;0,530;36;0,171;0,162;;;1,8329
T60B;M;Sepsis mit kompliz. Konst. od. b. Z.n. Organ-Tx, oh. äuß. schw. CC, oh. IntK > 392 / 368 / - Punkte od. oh. kompliz. Konst., auß. b. Z.n. Organ-Tx, m. kompl. Diag. od. äuß. schw. CC, Alt. < 18 J. od. m. Para- / Tetrapl. od. kompliz. ERCP od. schwerste CC;2,567;;15,1;4;0,461;31;0,152;0,143;;;1,5520
T60C;M;Sepsis m. kompliz. Konst. od. b. Z.n. Organ-Tx, oh. äuß. schw. CC, oh. IntK > 392 / 368 / - Punkte od. oh. kompliz. Konst., auß. b. Z.n. Organ-Tx, m. kompl. Diag. od. äuß. schw. CC, Alt. > 17 J., oh. Para- / Tetrapl., oh. kompliz. ERCP, oh. schwerste CC;1,787;;14,1;4;0,333;29;0,083;0,110;;;1,2777
T60D;M;Sepsis mit anderer komplizierender Konstellation, außer bei Zustand nach Organtransplantation, ohne komplexe Diagnose, ohne äußerst schwere CC, Alter < 10 Jahre oder mit intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,528;;10,7;3;0,368;22;0,097;0,126;;;1,6901
T60E;M;Sepsis ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, ohne komplexe Diagnose, ohne äußerst schwere CC, Alter > 9 Jahre, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte, mehr als ein Belegungstag;0,817;;8,7;2;0,257;17;0,062;0,079;;;0,9579
T60F;M;Sepsis, verstorben < 5 Tage nach Aufnahme, ohne intensivmedizinische Komplexbehandlung > 196/ 184 / - Aufwandspunkte;0,399;;1,6;;;;;;x;;2,0370
T60G;M;Sepsis ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, ohne komplexe Diagnose, ohne äußerst schwere CC, Alter > 9 Jahre, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte, ein Belegungstag;0,250;;1,0;;;;;;;;1,3201
T61Z;M;Postoperative und posttraumatische Infektionen;0,485;;5,6;1;0,275;13;0,055;0,067;;;0,7349
T62A;M;Fieber unbekannter Ursache mit äußerst schweren oder schweren CC, Alter > 5 Jahre;0,810;;8,3;2;0,259;18;0,065;0,083;;;0,8666
T62B;M;Fieber unbekannter Ursache ohne äußerst schwere oder schwere CC oder Alter < 6 Jahre;0,426;;3,8;1;0,232;9;0,075;0,085;;;0,8269
T63A;M;Virale Erkrankung bei Zustand nach Organtransplantation oder mit intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;1,193;;9,6;2;0,387;23;0,127;0,109;;;1,0213
T63B;M;Schwere virale Erkrankung, außer bei Zustand nach Organtransplantation, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,807;;8,6;2;0,254;18;0,062;0,080;;;0,7469
T63C;M;Mäßig schwere virale Erkrankung, außer bei Zustand nach Organtransplantation, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,425;;4,4;1;0,222;10;0,067;0,078;;;0,8677
T63D;M;Andere virale Erkrankung, außer bei Zustand nach Organtransplantation ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,358;;3,2;1;0,170;7;0,076;0,083;;;0,9664
T64A;M;Andere infektiöse und parasitäre Krankheiten mit bestimmter komplexer Diagnose, Alter < 16 Jahre oder mit intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,877;;5,5;1;0,436;12;0,160;0,135;;;1,8324
T64B;M;Andere infektiöse und parasitäre Krankheiten mit komplexer Diagnose, Alter > 15 Jahre, mehr als ein Belegungstag, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,848;;8,4;2;0,278;18;0,069;0,089;;;0,7520
T64C;M;Andere infektiöse und parasitäre Krankheiten mit komplexer Diagnose, Alter > 15 Jahre, ein Belegungstag oder ohne komplexe Diagnose, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte;0,554;;6,0;1;0,357;13;0,063;0,077;;;0,8457
T77Z;M;Komplexbehandlung bei isolationspflichtigen Erregern bei infektiösen und parasitären Krankheiten;1,377;;14,0;;;27;0,066;0,088;;;1,1982
MDC 19 Psychische Krankheiten und Störungen;;;;;;;;;;;;;
U40Z;A;Geriatrische frührehabilitative Komplexbehandlung bei psychischen Krankheiten und Störungen;1,260;;17,9;;;25;0,048;0,065;;;0,6872
U42B;A;Multimodale Schmerztherapie bei psychischen Krankheiten und Störungen, Alter > 18 Jahre, mindestens 14 Behandlungstage;1,252;;16,8;;;21;0,056;0,069;;x;0,4598
U42C;A;Multimodale Schmerztherapie bei psychischen Krankheiten und Störungen, Alter > 18 Jahre, weniger als 14 Behandlungstage;0,871;;9,9;;;16;0,056;0,078;;x;0,5233
U60A;M;Psychiatrische Behandlung, ein Belegungstag, Alter < 16 Jahre;0,241;;1,0;;;;;;;;1,6481
U60B;M;Psychiatrische Behandlung, ein Belegungstag, Alter > 15 Jahre;0,191;;1,0;;;;;;;;1,1185
U61Z;M;Schizophrene, wahnhafte und akut psychotische Störungen;0,517;;4,7;1;0,252;11;0,075;0,088;;;1,0084
U63Z;M;Schwere affektive Störungen;0,499;;5,5;1;0,240;13;0,062;0,074;;;0,7409
U64Z;M;Angststörungen oder andere affektive und somatoforme Störungen;0,511;;4,4;1;0,246;10;0,078;0,091;;;0,7191
U66Z;M;Ess-, Zwangs- und Persönlichkeitsstörungen und akute psychische Reaktionen oder psychische Störungen in der Kindheit;0,511;;4,7;1;0,244;12;0,073;0,086;;;1,0612
MDC 20 Alkohol- und Drogengebrauch und alkohol- und drogeninduzierte psychische Störungen;;;;;;;;;;;;;
V40Z;A;Qualifizierter Entzug;0,871;;11,5;3;0,214;18;0,052;0,069;;;0,6692
V60A;M;Alkoholintoxikation und Alkoholentzug oder Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit mit psychotischem Syndrom oder HIV-Krankheit;0,712;;6,8;1;0,529;15;0,071;0,088;;;1,1120
V60B;M;Alkoholintoxikation und Alkoholentzug oder Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit ohne psychotisches Syndrom, ohne HIV-Krankheit;0,364;;3,9;1;0,225;8;0,063;0,072;;;0,8110
V61Z;M;Drogenintoxikation und -entzug;0,438;;4,9;1;0,266;11;0,062;0,073;;;0,9539
V63Z;M;Störungen durch Opioidgebrauch und Opioidabhängigkeit;0,439;;3,9;1;0,278;9;0,077;0,088;;;1,0727
V64Z;M;Störungen durch anderen Drogengebrauch und Medikamentenmissbrauch und andere Drogen- und Medikamentenabhängigkeit;0,412;;2,7;1;0,251;6;0,106;0,110;;;1,3195
MDC 21A Polytrauma;;;;;;;;;;;;;
W01B;O;Polytrauma mit Beatmung > 72 Stunden oder komplexen Eingriffen oder IntK > 392 / 368 / 552 Aufwandspunkte, ohne Frührehabilitation, mit Beatmung > 263 Stunden oder mit komplexer Vakuumbehandlung oder mit IntK > 588 / 552 / - Aufwandspunkte;10,223;;25,6;8;0,768;44;0,274;;x;;2,7691
W01C;O;Polytrauma mit Beatmung > 72 Stunden oder komplexen Eingriffen oder IntK > 392 / 368 / 552 Aufwandspunkte, ohne Frührehabilitation, ohne Beatmung > 263 Stunden, ohne komplexe Vakuumbehandlung, ohne IntK > 588 / 552 / - Aufwandspunkte;4,201;;14,5;4;0,630;29;0,217;;x;;2,3830
W02A;O;Polytrauma mit anderen komplexen Eingriffen mit komplizierender Konstellation oder Eingriffen an mehreren Lokalisationen oder mit intensivmedizinischer Komplexbehandlung > 392 / 368 / - Aufwandspunkte;7,727;;23,7;7;0,463;41;0,109;;x;;1,6122
W02B;O;Polytrauma mit anderen komplexen Eingriffen ohne komplizierende Konstellation, ohne Eingriffe an mehreren Lokalisationen, ohne intensivmedizinische Komplexbehandlung > 392 / 368 / - Aufwandspunkte;4,478;;16,6;5;0,383;31;0,097;0,131;;;1,3975
W04A;O;Polytrauma mit anderen Eingriffen oder Beatmung > 24 Stunden, mit komplizierender Konstellation oder Eingriffen an mehreren Lokalisationen;5,378;;18,2;5;0,486;34;0,112;0,152;;;1,6160
W04B;O;Polytrauma mit anderen Eingriffen oder Beatmung > 24 Stunden, ohne komplizierende Konstellation, ohne Eingriffe an mehreren Lokalisationen, mit bestimmten anderen Eingriffen oder Beatmung mehr als 24 Stunden;3,162;;14,5;4;0,386;28;0,093;0,124;;;1,3133
W04C;O;Polytrauma mit anderen Eingriffen oder Beatmung > 24 Stunden, ohne komplizierende Konstellation, ohne Eingriffe an mehreren Lokalisationen, ohne bestimmte andere Eingriffe, ohne Beatmung > 24 Stunden;2,374;;14,2;4;0,323;28;0,080;0,107;;;1,1636
W36Z;O;Intensivmedizinische Komplexbehandlung > 784 / 828 / 828 Aufwandspunkte bei Polytrauma oder Polytrauma mit Beatmung oder Kraniotomie mit endovaskulärer Implantation von Stent-Prothesen an der Aorta;12,181;;27,9;8;0,978;46;0,316;;x;x;3,3633
W60Z;M;Polytrauma, verstorben < 5 Tage nach Aufnahme, ohne komplizierende Konstellationen, ohne Beatmung > 24 Stunden, ohne komplexe oder bestimmte andere Eingriffe;0,536;;1,2;;;;;;x;;1,3538
W61A;M;Polytrauma ohne signifikante Eingriffe mit komplizierender Diagnose oder mit intensivmedizinischer Komplexbehandlung > 196 / 184 / - Aufwandspunkte oder Alter < 12 Jahre;1,664;;10,2;2;0,531;22;0,109;0,142;;;1,4436
W61B;M;Polytrauma ohne signifikante Eingriffe, ohne komplizierende Diagnose, ohne intensivmedizinische Komplexbehandlung > 196 / 184 / - Aufwandspunkte, Alter > 11 Jahre;1,175;;9,3;2;0,377;19;0,085;0,110;;;1,0659
